user_id,total play,Artist,genre,track
CAD83060,20.518614000000003,Il Bambino di Napoli,world,L'Italiano
BC72D858,386.142041,Max Him,electronic,Japanese Girl
B0E09AD6,35.841832000000004,Zonder,metal,hisatsinom
2051BDD4,203.441625,,ruspop,Будем танцевать
51D217C0,124.383127,,ruspop,Песенка музыкальных охотников
17FE875A,0.0,Alison Vardy,folk,Streets Of London / Pachelbel's Canon
3707FB7F,7.798272600694442,Golden Blue,dance,Brian
7FF5991E,41.173547258680564,Wormrot,rock,Blockhead Fuck Off
7092BD5,271.0,Dr Fresch,electronic,151
CAADEB2E,234.684082,16yrold,hiphop,Up Next
E7A4CE3B,119.95299999999999,Softcore Express,latin,La Cumparsita
F14E5BD3,46.220238,,pop,Рисунками
CA76CE48,149.929,LETAY,dance,Better Not to See You
8D1843CE,1.385,Chill Out Music 2017,pop,Hideaway [Kiesza Cover]
28D7995F,9.773,Tomorrowland,rock,Sunbeam
F29A48AC,160.731429,Michael Ganian,world,I Am in Heaven
8D164B1C,0.1,Сергей Дружко,shanson,Ты у меня одна
D32C2052,64.0,Musica para Meditar,ambient,The Dawn Chorus Of Binaural Beats
50E205EA,0.1,Sechem,metal,Era of Martyrs
A1A49369,0.0,OD Odyssey,pop,Candy
A276B24E,6.0,Joe Maize,hiphop,So Glad
7BCF1527,220.0,,dance,Rising Love
B45526B4,13.683,The Fire Men,rock,Hole in My Head
17A7CA28,3.998,Luka Sol,electronic,Unknown
318A2DA3,195.593,Thepour,rock,Castle
F0C4865D,219.0,Cantrell,hiphop,Keep Yappin
898C9E6F,4.1720783590105865,Aeone,new,Umbra Nihili
6AE3C58A,168.045,,hiphop,Freak Distrikt
F1BF8472,22.055999999999997,,dance,White Panda
C31591B3,3.7938769999999997,Jacintha,jazz,Shadow of Your Smile
17AA57FA,27.353,,ruspop,Капля теплоты
E2758511,294.50449,Rolf Zielke,jazz,In the Chains of Fate
5AE2A176,185.0,Chaigo,dance,Had Some Drinks
4D679CD8,235.171,Signs,electronic,Paper Bag
A93CB756,8.0,Simona,pop,Sei nell'anima
B4B498A8,1.535,Boundless,electronic,Carol of the Bells (Dubstep)
1027DE43,4.612,Dcmc,rusrap,Долго-долго
F773657D,0.0,Johnny Nightmare,alternative,The Gun in My Hand
B88C35D6,206.497936,,ruspop,Быть счастливым
98AB1585,64.453,Jun Takahira,pop,Kokoro No Chizu
3A39704F,48.68600000000001,Giorgi Latso & Anna Fedorova-Latso,classical,Sonata for Piano Four-Hands in C Major K. 521: I. Allegro
D15C8108,78.76338638229096,Дмитрий Дан,ruspop,Люди не ангелы
AEF082FF,33.64,Елена Коханова,fairytail,Вальс-шутка
ADF044D9,36.608000000000004,Christina Petrowska Quilico,classical,Gondola I: Gondola I
ED51F21B,0.0,Diamond Rio,country,I Believe
39FE18A3,13.921,Дата Карчава,caucasian,Птичка невеличка
E35B1317,0.0,Mike Teezy,hiphop,Still Have Hope (feat. Dre Murray)
7FB71ADE,228.36,Human Tetris,rock,Warm Memory
F6FDE693,0.1,Lorne,pop,Oil and Water
AAA0FFE6,148.27100000000002,Maxine Sullivan,jazz,How Do I Know It's Real
235CB089,17.624000000000002,,hiphop,
6986FD15,297.608,Rave Allstars,electronic,Raving With The Best
F27AC5A0,2.166947,Universe Infinity,hard-n-heavy,Catch of My Life
A9922DF4,15.324000000000002,Knoc-Turn'al,hiphop,Theme Music
E276AEC5,109.28,Anne Lovett,classical,Lovett: Nocturne
242A0F7D,162.429388,Oliver Holmes,electronic,Joystick Junkie
88056866,272.741,Baw,rusrap,Дай мне
42341B2E,0.821,,romance,Ночь светла
BF8AC56A,0.1,Laura Hackett Park,religious,Changes Everything
97BC6BEF,13.15312466666667,Ensemble Girolamo Frescobaldi,classical,Ave Maria
2E0B2A1F,19.680999999999997,Влад Рамм,ruspop,Мило я влюбился
494EBFB3,110.0,Social Hooliganz,electronic,I Want Your Soul
DEA6DA1C,41.78279475659723,Girlfriend,pop,Saving It Up
9BA73A6F,57.896381272,Madball,hardcore,Friend Or Foe
1440705F,1.939503,Musikkorps der Leibstandarte-SS Adolf Hitler,orchestral,Viel schwarze Vögel
841E8B7E,5.399373872000001,Otis Gibbs,folk,Ed's Blues (Survival)
5826926,24.061,Michael Waters,world,The Two Shamans
E128EF1A,3.1579059206648865,Michelle Lawson,pop,No Smoke
F7B7AE3A,0.0,Krsraga,hiphop,Hurt People
33C826F9,41.0,AVM,rock,I'm Not Crying Over You
52796231,16.575,Dino & Franco Piana Septet,jazz,Open Dialogues Suite
FE76AC63,0.1,,,
7923A3E1,275.38,,minimal,Mao Zedong
EC002FF5,0.0,Amos Tamam,world,Balayla
E6600614,504.0,Зиновий Гердт Евгений Паперный Георгий Кишко Андрей Поддубинский Матвей Марголес Джаз-ансамбль Киевского театра эстрады п/у Александра Шаповала,fairytail,Приключения капитана Врунгеля: Всё Христофор Бонифатич
1F96C931,0.1,Baby D,rap,Get Out
ED976E26,64.2798947,Fitness Body Studio,latin,Izquierda Derecha
E8916A8D,68.057,Lisa Hake,folk,Gold Dust Kid
B588C0B4,0.0,,film,Muppets
EDE6635A,37.0,OZEN Rajneesh,spiritual,Haridwar Kumbhmela
78D41E44,224.15288199999998,Shapeless,rock,A Way
349D8116,217.408,,latin,Dale Pa'lante (Ft Pachanga)
41C20D32,240.979592,Angelzoom,pop,Everyone Cares
1F30A441,221.048,The Chicago Performers,melodic,Beauty School Dropout
4D567D52,220.029375,Глубокий Сон Святилище,new,Земля мечты
16C4098F,16.0,,rusrap,Чудная долина
F6E548D2,316.0,Obscurity,rock,Bergischer Hammer
4187CA0E,2.350881,David Noise,pop,Love
29B84564,3.827,ТУ-134,ruspop,Где же он бродяга
B30A1613,80.642,Ciatuzza,world,Madonna ch'era àutu lu suli
EC2C2D4C,46.56100000000001,No Pulse,electronic,Harley Quinn 2017
3AC868FE,0.0,Purple Haze,dance,The Hyll
BFBBBF8E,0.0,,dance,Panache
EAC2FD84,1.472,Corey Crowder,pop,Leaving You
8E2B511,18.003328,Griffin & Flint,pop,Sweater Weather
53F8E76C,0.0,Touch Sensitive,dance,Pizza Guy
DD55E0DC,16.0,Warpboy,pop,Mot
5F6864A,0.1,Taiko,dubstep,Clones
2CF08796,223.399167,Andrew Hewitt,miscellaneous,The Double Theme
63D2A91A,0.0,Steven Force,trance,Like a Shadow
422EF164,1.2034610000000001,NO.TnX,rock,Napoli violenta
F227BFC0,0.0,Joe Buffardi & Rainer Freytag,rock,Margot's Song
1D6B7454,41.0,S@thal,hiphop,Хочу к тебе
54A859CF,256.522,The Slow Revolt,electronic,Never Get Close
DFDD3C94,4.047,Dark Dance Times Two Times,electronic,Pilfer
39D06765,250.58900000000003,Charles Wayne,hiphop,Start It Up (feat. Mob Royalle)
3BAD3537,28.954,Ирина Дубцова,ruspop,Свадебная
9200CD1F,160.104458,The Love Affair,rock,Satisfaction Guaranteed
5630A487,1.000499,Noisered,dance,Sexy Bitch
A15D0FD2,183.614,Авіатор,pop,Рыжая
2D6FC421,17.850434173,Underworld,rock,Café Del Mar
75812FC5,42.54699679334917,Compuphonic,dance,Sunset
750A54F3,298.655,Silvia Harnisch,classical,La Poule
9D387424,236.054,Kunto Aji,pop,Mercusuar
21D57F83,147.226122,Milla Jovovich,pop,In A Glade
120716FB,226.887596,The L.A. Fitness Crew,dance,Groovejet (If This Ain't Love)
6532140A,39.69689134166634,Keenan O'Meara,rock,Might as Well Swim
BD68E917,0.1,Doug Stanhope,comedy,A Reputation For Violence
B0FF2C29,4.256,Theta Frequency,electronic,Techno-Criminal Subcultures - THETA FREQ.
B7C3AAD2,187.895,Wilson Kriminal,reggae,Ron Con Reggaeton [feat. Los Rabanes]
FE76AC63,0.1,,,
3E587E1F,3.145,Chris Irvine,pop,Frozen Rivers
BEB8E6C1,156.0,Sergei Ardzinba,country,Sen Gelmez Oldun
43F55BF4,18.841410656,DJ Matisse,world,Seminaire
8F3B18F0,0.0,Violy,,Ti Credo
88ED7165,206.628571,,deep,In The City
95AC0795,0.1,Lazy Bear,deep,Away From Me
C09080C7,252.48,Selofan,rock,Give Me a Reason
C47FB42E,27.925290000000004,Deutschland sucht den Superstar,pop,We Have a Dream
311AC70F,0.0,Reginaldo Rossi,mpb,Pegou Fogo na Caixa D'Água
E39E2ED1,0.1,Vera Badings,classical,Danses for Harp and Orchestra L.103
30F9E89B,50.101703232000006,20 Fingers,pop,Short Dick Man
13274A2D,295.079,,pop,Double Face
B482A9F2,369.21,,techno,Scary noise
E773B795,48.318999999999996,Maffei Nack,electronic,Take My Bass
A0998808,6.154,Robin S R.O.N.N. & Ron Carroll,dance,So Alive
F50E3E6F,407.95425,Metalord,rock,A Way Out
17CA0883,3.653,Fontana,dance,Pow Pow Pow
F50650CD,3.1927779999999997,lojii,hiphop,dutti
A062B34E,16.814683329113933,Sally Ford,jazz,Shingaling Shingaling
B43CD337,0.1,Raggae Tom,reggaeton,Gasolina
F9CBB0CD,383.32081600000004,,classical,Cello Concerto  No. 1 in C Hob. VIIb:1: III.  Allegro molto
3C46E5A2,0.0,Jocelyn Brown,rnb,Get Down Saturday Night
7CD20923,118.08,,pop,Blue Bird
9C25DCE,1.0,Breaking the Boundaries & Abdulrahman Mohammed,singer,Ya Mn Hawah
DE584C50,219.10299999999998,,jazz,How insensitive
40A2EFEF,224.02612200000002,The Hubba,classical,Jasmin in G Lydian (D Major)
46E2F72C,690.076735,Pato Banton,pop,Gwarn!
E2430517,11.267000000000001,Le stanze di Federico,pop,Quello che resta della notte
51C451F5,8.0,Steve Everett,pop,Heartbreaker
5D60E7DE,275.43507900000003,Bruderschaft,electronic,Forever
F6680D74,1.0,Hit The Button Karaoke,karaoke,El Baño
35655AD0,4.995,Giaime,hiphop,Jay-Z & Beyoncè
EA060D2E,356.0,Riverside People,electronic,Fantasy Dancing
2C48172,2.0,Mazhar Alanson,rock,Güllerin İçinden
92BBD75A,118.322,Marina Wisnik,world,Dezesseis
9A54810B,242.78204100000002,The Scary Gang,children,We Love Halloween
E8072C3C,152.067,La Malice,world,Where Is My Mind
DC2DA22C,194.0,Привет Arisha,ruspop,Всё остальное потом
5BC172AD,25.938000000000002,Clicks,electronic,We'll Be Fine
B771AC89,6.471927,Harry Tally,pop,Come Josephine in My Flying Machine
84CA1E6D,0.1,Simon Says,rock,The Needle's Eye
FDED8314,7.227726,Karlene Bartolo,spiritual,Lord I Come Unto You
5E2032B,181.61,Hotel 17,ruspop,Лето
AAFC64CB,186.641,Jessica Lea Mayfield,adult,Our Hearts Are Wrong
A42317B,4.613,Mark Hollis,pop,The Colour Of Spring
B6FE3CAD,316.36,Tha Dogg Pound,western,Xmas Seasons
16FB8F0E,104.414,All Get Out,indie,Orchestra
F88B9B25,0.1,Leit-Motiv,electronic,You're My Heart You're My Soul (Euro Style)
2FECA861,36.166726000000004,ИлГэрэй,pop,Мизгел сыман
30B680B3,0.1,Dip Haus,dance,Chrome
F19B6DD9,2.0,Lamliki,dance,Nowhere
BDA2BEEA,174.419592,,hiphop,All My Bitches
CE3EF9F3,20.0,,jazz,Gotta See Baby Tonight
AA837DAD,188.0,Erann DD,pop,Love You More And More
D1E301DE,16.973,Los Costeños Del Pacifico,latin,Toro Pinto
6EDC12C0,405.956984,Kayah,pop,Dzielę na pół
7DEA4AD0,0.0,Mother Nature Sound FX,ambient,Peaceful Spirit
4A21BF6D,162.664458,Владимир Неплюев,ruspop,Ты успокой меня
D544966E,161.350495,The Rolling Stones,rock,We Love You
76E38EC4,0.0,BJ Moodswing,religious,Thank You Lord
C69D5044,0.1,The Anarchist Bikers,rock,Crimson and Clover
AA03129C,104.91,New composers,electronic,Sputnik of Life
6670EBC3,2.1951680000000002,Oregon Guitar Quartet,classical,Keyboard Concerto in C Major BWV 1061: III. Fugue
516E1B6E,0.0,Ray Brown,jazz,Sister Sadie
85D8EE0E,4.245012304166666,Caravan Ray,electronic,Tired of Talking
3A51F385,4.390159799999972,,psychedelic,Blue Dream
F7F207CD,0.0,DJ Bam Bam,electronic,Base Banging
593EC660,234.21387799999997,Graves,grime,Stay Up
B224EFBB,222.632,Zarif,world,Box of Secrets
6EAB7274,206.576,Kodes,rock,Yeraltı Ordusu
CFD77719,0.0,Street Drugs DTLA,rock,How's the World Look Today?
D998AACE,3.467,FLAVATROY,hiphop,Never Fold
88B799E,89.0,Lin Jiang,classical,Mozart: Horn Concerto No.3 in E flat K.447 - 2. Romanza: Larghetto
97D7AD89,1.40186,Bill Trieshmann,dance,Passing Through
DEB20566,292.702042,,jazz,The Captain of Her Heart
8EB4AAA2,14.21424,Pep's Lemon,pop,Libertango
4D54FA05,1.946,Марк-Антуан Шарпантье,classical,Pastorale La Couronne de fleur: Air Instrumental
CEB62771,0.1,Electric Electric,alternative,Discipline
72089752,5.711,Michelle Vickie,pop,Rang Yi Rang
EB12E103,48.0,Eddie Matthews,country,Shenadoah
FAD8622,2.8810000000000002,Benjamin Lazar Davis,alternative,A Love Song Seven Ways
2E2F721B,0.0,Nathan Barr,soundtrack,The Reset Button
990DFC75,14.172340492216449,Close Enough,rock,Frailty
4B210CF9,0.1,,,
22587857,95.98839,The Japanese House,alternative,Follow My Girl
863464E7,0.1,KRS One,,Underground
68BF18C0,268.001,Etherwood,dance,Souls Rejoined
F748FB77,0.1,,world,Tum Bin Jeevan Kaise Beeta
FEAF287F,0.1,Buck Rogers,electronic,Bounce (feat. Imagine This)
730DDE68,189.0,Norman Ball,country,Kill the Lights
D1AF4158,1.9315669999999998,Beat-Boy,electronic,Roof Is On Fire
75C1DADC,6.956307912152764,Nuclear Fuel,electronic,She's a Winner
FB7104D,0.1,Gayane Danielyan,pop,Garnan Mek Or
4D8CF321,10.064,CVIRO,electronic,Sober
D2BD6EEF,3.2095380000000002,Dirtbag Love Affair,rock,Jetson (Such a Cliche)
2EDF28FC,14.0,Vedo,rnb,Touch You Kiss You
270D5B2C,216.56,BRUTTO,alternative,Годзе
4D31F53A,64.0261,Rain Sounds & Nature Sounds,ambient,Rain On Concrete
CF29C98C,0.5108390022675737,Aaron Sledge,pop,2nite
490933B9,0.1,,deep,Под ультрафиолетом
C46C9D38,250.0,Rim'K,hiphop,Harraga
4E73BBBF,7.177967999999999,Jeff Baxter,rock,Breathe (In The Air)
CEF63537,281.182041,Datsik,electronic,Galvanize
24B5B85,5.56,Yoga Buzz,new,Tender Surrender
E9170B17,7.687,Lacquer,pop,Go With The Flow
36EFD5CB,1.555,,pop,All Or Nothing
8D31F1F6,11.282286313888896,KENGO,electronic,Summer Love
CFE6BA25,2.6839999999999997,DJ Guru,dance,Lento
A2014283,253.84582490396642,Bambozza,ruspop,Пионерская задорная
D84B9579,1.0,Lil Kano,christian,Number
7EB5C3DD,606.0,Christian Sands,jazz,Syl-O-Gism
A163A7DA,253.17877599999997,Fashionation,dance,Mojito House
28ECCF18,0.0,,,
1DD62F21,0.0,,hiphop,Черта
E52559E8,225.46200000000002,Skratch Off,hiphop,2 Da Syde
591A09A4,217.07754159999996,Pat Lok,dance,WYG (4 ME) [VIP]
63F44221,1.4069999999999998,,pop,
303E7963,161.657,Red Death,extrememetal,Formidable Darkness
57BFC448,50.191,Give Me A Reason,rock,Dear Weekend
41A213D1,1.919,,pop,Seoul
9D968608,162.262,Jonny Mathis,miscellaneous,White Christmas
4F5BE5D5,467.278367,,trance,Love Forever
76E4E92D,372.23900000000003,JP Bates,electronic,Quarantine
A30F3DB8,251.951,Музыка для сосредоточения,instrumental,Шум воды
CE0E95,202.004898,The Panic Division,,Legacy
CF9F1BA1,0.9671719999999999,Sistars,pop,Inspirations
BA0C0137,9.689431955522599,Lyle Mays,jazz,Close To Home
902A58BE,530.834275,Academy of St. Martin in the Fields Sir Neville Marriner,classical,Symphony No. 2 Op.73 D Major: Allegro Con Spirito
2C9D272C,234.08326499999998,Shields,metal,It's Killing Me
4CD36BD5,4.271574,Borja Morán,classical,La Nevada
B86A976D,8.702589999999999,New York Symphony Orchestra And Chorale,holiday,Here We Come A-Wassailing
C1D4F27E,150.572,,dance,The Other Side of the Mirror
7F77F050,111.398,,jazz,
D3D516FC,402.729796,Panda Dub,electronic,Shankara
FDDA9F81,0.1,Leslie Tay,pop,12 år
156FF0A6,8.613999999999999,2Hat,,She Bad Girl
7F111A14,62.016000000000005,Judas Iscariot,rock,With Lust and Murder for Our Drink
FE76AC63,0.1,,,
845EAF50,375.04,Bunny X,electronic,I Never Wanted to Say Goodbye
CAF1BC36,201.508548,Aza feat. Adrian Sina,pop,Mai iubeste-ma o data
DF21D615,84.053,Pyöveli,metal,Speed Metal Attack
F748FB77,35.928000000000004,Husnlal - Bhagatram,world,Kismat Bigdi Duniya Badli Pt. 1
C6CC768A,0.1,Openhill,electronic,Everybody Trance Now
A521458F,230.87,Pixels & Sound,rock,Two Feet
637D6179,205.00799999999998,Аслан Тлебзу,caucasian,Shyrytym
BB8802D4,5.437034,Gábor Horváth Trio,jazz,Move On
6960B811,22.585,Frederik,miscellaneous,Touchscreen
CCEDC986,179.30449,Tennishero,electronic,Midnight Love
CBC859A5,223.921633,Serendipity,pop,Cuando Brille el Sol
5A23E7CA,238.628571,Jack Radics,pop,No Matter
60D9924B,228.87900000000002,Maska,hiphop,Rahh
F9505A8B,129.189188,Dirty Kid Discount,metal,Solomon's Circle
2B6E2690,0.0,Luna,pop,Сломана
7B96FD53,157.741,Funkmasterflex,hiphop,Ante Up
F12E5A41,13.511970578947365,Fiesta Brasil,pop,Lambada
F567521E,287.6,Bhakta & Chirag,world,unknown territory
6001F208,142.208143,Daniel Telis Project,rock,Juego Sensual
63F5DDA9,29.808956,Blu Cantrell,pop,Breathe
241C102,4.943494,Richard Band,soundtrack,Reanimator Prologue & Main Title
1B555C37,1.0,Alexz,house,Movin' & Groovin'
C121C279,16.468279147916668,Amir,french,5 minutes avec toi
DAE86282,3.2050080000000003,Slam-Air,electronic,Power
55BB2502,2.4986568533554263,Cyan Kicks,alternative,Gasoline
891E2967,40.487771,,electronic,Tension
EB9B6512,380.714,Emcee D Unknoen (D Unknown),pop,Yer Overrated so Dont Overreact
487057CB,201.0,Rebecca St. James,pop,Alive
