height,weight,age,male
61.4264796805277,132.172683968554,44,0
74.0628048017999,234.07017786921,48,1
65.59190955016159,154.655214424155,36,1
64.9027242869999,139.300950175204,27,0
65.94370557043959,167.958560451201,36,1
64.1612776251623,158.119544459453,34,1
65.2175965051632,147.710513674517,45,0
57.4483879435182,101.3258299115623,48,0
62.3522284749815,130.812362638044,44,0
59.472943285731596,125.389612561301,39,0
69.420252714737,176.312358529085,40,0
71.46876641412969,212.93153514454,46,1
57.923290492565,127.777739142407,36,0
68.93260484067079,206.876815264353,44,1
59.688870392479096,129.440809040632,32,0
72.064130247868,217.590856693051,41,1
68.7236135696079,175.637555472959,42,0
60.9260223271191,133.88243409814902,49,0
68.3223203245706,176.634877438213,31,1
66.50772898710261,150.96922226568,29,0
57.5096631726451,105.2662501541608,43,0
69.51623395631819,194.109209603338,47,1
68.7565892187146,202.051742367739,50,1
60.6535789499672,108.681757895934,34,0
63.8320508457608,168.335936926435,49,0
62.118076536375,125.056341644654,44,0
72.4602732247586,199.407146347278,38,1
70.3596380733157,197.731371561523,30,1
69.3332489637036,195.510023158701,44,1
58.847426401833,111.11835962786,33,0
68.8741914742284,175.519391248574,26,1
62.840515800119995,149.143427227101,41,0
61.6687686031621,137.622815859994,34,0
65.7865694174926,183.453691601477,44,1
62.3964835977481,111.564700136315,28,0
58.4291950607398,87.3726388184667,26,0
72.990657222607,190.574049263885,28,1
61.6313974453422,151.155661288298,45,0
62.0441344678287,107.187888486896,26,0
71.5594893867206,213.230144740824,33,1
59.9864467479508,133.360098660678,47,0
69.2109219180778,182.230543349614,35,1
67.44106512731601,169.514212621921,31,0
72.05373689271029,201.692147696716,27,1
70.9892007063949,189.851348335504,49,1
70.97853898279479,208.795407831978,39,1
67.36188387340579,189.797508975099,46,1
70.9546168638415,193.034955305555,25,1
61.8812332615228,111.605320556767,27,0
69.595658520388,183.513164591725,29,1
73.50065122558149,233.509054888283,48,1
70.2504374123688,209.843695964623,46,1
65.47680275168369,187.796108141724,41,1
70.5476363051415,199.314969689569,49,1
72.0050703560096,222.172791103462,48,1
65.82394365404801,141.616279779813,46,0
71.5580492704939,212.663337321292,41,1
71.7161766271985,203.655919318012,31,1
66.0245441936145,158.828093581128,47,0
57.9921354978105,114.808189725732,44,0
72.7753091181222,199.630657238075,43,1
65.07321359768021,127.473527651664,25,0
59.476240762821696,128.0846036881,26,0
67.0744631903692,165.513341078976,40,0
72.24991709623009,211.677163947353,43,1
63.0806713089603,151.242238208749,25,1
71.7879114486,183.969276085467,26,1
66.1717159734268,115.360234069603,28,0
63.532595520120005,159.518295372649,40,0
64.71789165022169,148.399589914605,32,1
68.866586787432,187.289792971552,32,1
61.3309590529235,150.441314335719,42,0
73.0337460247806,201.085232523965,39,1
67.88544640946719,190.009083297158,46,1
64.8373029407713,136.171792444257,35,1
67.5148940813195,160.882489592538,28,1
69.5884453717738,164.098430301644,26,1
65.03456674701809,167.669569884275,39,1
60.4826769228384,150.50309801532,40,0
60.7640524103822,124.175752886687,48,0
64.38197828648781,156.829151800939,30,0
59.577287207912796,115.397024904313,38,0
69.4747066201055,202.833709173715,48,1
66.15907054072221,139.881329670661,29,0
60.817018557323,147.956646118938,37,1
72.8150349075593,205.937760149992,33,1
57.1985310479726,121.345578239669,44,0
74.1846783015337,206.755104589064,26,1
70.0356247137799,189.366554827108,40,1
65.67111347023999,191.756525640392,41,1
63.3781516864494,134.218469598501,36,0
70.6143654838054,190.774158162484,41,1
61.181452268437496,108.956198553202,29,0
65.2807620656729,148.873201407205,29,0
72.0107543170012,200.204802539803,42,1
72.7972301612506,194.790994645888,33,1
69.1683746655455,190.795968121258,46,1
72.7327778674956,185.147188834447,33,1
68.70311093151331,177.779110673022,36,0
58.7548349719576,122.215333636768,43,0
74.1622703667904,209.361491812853,39,1
61.566723282214404,145.822826663623,48,1
60.9295834626432,115.352118738195,26,0
67.3358884779102,163.104349404932,43,0
61.2038638780122,114.228439302866,27,0
74.95044372887759,215.412959582247,44,1
72.2908689267356,189.656335367107,31,1
71.79296144959649,217.196180056506,40,1
68.9485155115879,178.971110489509,41,1
66.849272973975,159.830353595279,26,0
62.460914789658396,111.134739672569,28,0
67.06921906756719,176.692555335763,29,1
66.95560986894411,189.85531975072,50,0
60.4291607902737,120.638366744739,32,0
69.9534266660166,191.520579792551,47,1
67.7654384654345,162.742635126006,43,0
63.359058487795096,168.709278783747,46,0
69.9856358757495,182.331248469425,42,1
68.8563559898149,191.390382444733,31,1
65.08402419070549,165.646469755969,32,1
62.7379918103837,140.73718436075,42,0
65.2606286943176,174.414135012143,43,0
63.4631037148198,103.059617387543,28,0
64.56546243407851,154.751634430947,49,0
72.6330446599993,220.573666911108,48,1
66.3012443142669,184.21160872751,44,1
68.60008113331129,192.146041967053,49,1
63.66368323014459,156.403128354823,45,0
66.6901773762725,152.193432596622,28,1
64.2472337284786,153.906885673795,48,0
72.73199022439209,213.157275700066,33,1
64.7677790504009,155.097455036575,37,0
67.872142995153,183.39433469242,39,1
65.1696421670041,151.683155978537,35,0
61.3704117297821,125.783071295531,33,0
64.1171900766688,155.34231365576,44,0
58.881420066797,117.895812844617,47,0
61.012381614682496,126.103154830241,43,0
70.5942899154843,223.056980674965,45,1
60.6144499154672,147.266498910134,50,0
63.722558796973196,147.651472199028,38,0
64.4894921495665,152.313495422583,50,0
69.9533197548637,215.450557167277,50,1
63.737656771584305,124.043901093493,28,0
60.8884411431049,146.091736780398,46,0
58.4617026444967,122.94704705447,38,0
69.1408946169118,191.131233920062,31,1
59.4912873442943,105.012216406315,34,0
68.964634884563,204.981747611358,42,1
63.0987477968444,119.611194369789,27,0
71.6478237814855,207.689585451311,34,1
68.6500257764757,174.196265684568,39,1
72.91477540519669,195.891588953445,39,1
63.023574223705,136.904633308725,38,0
64.3365559015708,151.419352004462,34,0
67.65436253940031,172.513343771179,35,0
68.9544289583384,175.598427955692,25,1
70.0432551690944,188.645645149133,26,1
63.0124256935818,122.743338578239,31,0
65.32284312733111,150.747261136108,26,0
66.6706148534122,143.03910414616,34,0
68.92791586397199,208.784924645001,31,1
61.294771995305,133.310818903679,47,0
63.4512364004406,144.79406571953,41,0
68.9050007333406,192.173558781912,40,1
68.6201882652601,182.986734456754,35,1
66.53964742079499,188.285414729857,47,1
61.2084337919203,130.33960200269598,43,0
74.0339533938154,229.692100035152,49,1
69.014820467778,170.828343785579,26,1
69.8895099633052,195.595608300273,44,1
72.29714178804599,216.161748286445,42,1
62.1304591121103,109.242110829049,36,0
65.02642611592111,144.78273838376,40,0
66.8031614914766,153.259068464375,37,0
74.62986882380909,216.293495258098,35,1
69.2817811859002,199.273424525799,49,1
63.55157617117529,139.434558208938,43,0
63.1376822067027,148.674979024569,44,0
63.7901691403194,134.610002697303,45,0
67.63282969690539,158.451539975264,38,1
61.9669643808298,131.376162711184,27,0
69.83076764385609,186.911589331214,42,1
72.8276161601432,212.778853950381,47,1
65.14860119035991,151.067437927928,42,0
63.2448736694738,144.579421077492,33,0
67.2314017569255,175.059156735141,41,1
69.29999562997719,209.068199264981,32,1
65.4338041314194,175.596581574972,47,1
63.1922299272973,138.341080849315,48,0
67.1609095704926,154.973930789838,30,0
63.1812151046128,165.105800451365,33,0
65.3961982391325,159.559976581192,49,0
59.9520165033181,114.251701043388,37,0
63.414585901498704,125.703387469422,26,0
69.8602915436242,208.411781826015,48,1
62.7790405463248,132.91387206752302,48,0
59.9611799130383,115.268516432508,37,0
66.0516180152475,163.011177203265,47,0
68.3573606675094,177.09901588702,25,1
61.6024039020137,132.552941693527,32,0
67.52766896634259,170.535121116643,36,1
68.39621437139529,195.862913284896,47,1
63.969889213344196,146.103401171402,48,0
67.7169056442754,159.443182982172,37,0
65.7175727722566,152.246602135157,36,0
63.148093735959996,146.152976378839,45,0
68.53686881252119,199.884096818794,42,1
65.4721927822985,141.595275001706,31,0
63.3323879354694,139.936857530366,47,0
71.41587986195789,187.59789563472,31,1
62.8072897919724,117.848389435403,27,0
60.5463441421336,94.382922391203,25,0
67.06802469233459,191.463827337715,40,1
65.9032813809697,150.256546334475,27,0
74.17397189158649,210.46931903045,44,1
72.2067398889196,230.964943185152,50,1
62.002258456669,126.130920241326,42,0
65.0310477936887,118.203378786973,39,0
65.5938915235957,162.811182573868,39,0
69.2021004178577,192.958900203991,39,1
72.67723711384609,214.188863570632,34,1
66.6201472207274,177.809399222641,45,0
61.4549899082979,124.767138046494,49,0
64.0402474670865,136.655875865835,37,1
69.4463098212285,185.887367132372,42,1
68.95981058570929,175.198289239276,33,1
60.0846789669358,100.132359099954,31,0
68.61500600889599,185.286945947274,27,1
68.1629128378475,162.266429819698,28,1
63.125783739867,145.750084449321,33,1
60.865305996073,153.433032722408,40,0
72.53849594929369,228.55978401917,40,1
64.4422212012702,141.904254064657,35,0
68.780093074225,173.962111007754,36,1
60.0065440026835,114.437373072737,30,0
67.1961965372077,229.345694035109,50,1
62.7294211831034,144.326993964224,35,0
60.8502821665807,99.817996164838,30,0
62.0778092015939,172.028752141872,41,1
66.55653778136761,151.594722245922,27,0
61.534081921066395,121.315456910804,29,0
60.086167459786196,123.04682812192,40,0
73.95838290907629,203.25625282736,26,1
71.5659857187419,180.231624200043,38,1
62.3689294444869,125.184996626061,39,0
65.69265639187549,188.433532984504,50,1
66.43854450361749,140.5340469401,35,1
63.2032994430537,133.813068761729,47,0
64.6647953048716,155.209802001068,37,0
66.5513382982195,145.302306778909,25,0
70.8775896278986,209.728522620424,43,1
71.31675037194749,177.955063189612,37,1
59.8599065958028,114.463911259826,25,0
66.8991930296065,181.201266068932,35,1
70.065858804757,193.978528624568,38,1
60.9352869739347,128.615749421462,38,0
61.212985018925195,146.338234317463,44,0
63.3165972026092,154.624290589582,41,0
72.56830565206029,212.528177430467,43,1
63.718253582078304,161.756703262985,37,1
65.1161765440232,156.691150989167,30,0
68.8955545645253,172.724931465833,29,1
64.99265348053851,163.605538882218,45,0
58.9271969623395,122.044667837303,34,0
62.952892499754896,160.953060290094,50,0
57.845072844573195,79.4066747700377,26,0
74.28336434242229,224.546686840463,44,1
59.3789622354288,123.29937109119,42,0
63.800188270258,139.033502099948,35,0
64.80630084534681,157.055365734088,39,0
68.45213069860999,185.744522494038,28,1
69.19765932395879,171.221780102342,29,1
61.4119169320373,124.286160354856,32,0
60.058398101015,128.209300297117,48,0
62.751010225697996,143.09203092023,41,0
63.572525423114605,141.433423672126,31,0
75.23382726561299,204.069042246911,26,1
71.4138900127919,197.348029154279,36,1
63.0178151757957,121.59035594592,31,0
63.1726037768398,145.29824432494,45,0
61.899843013337,131.561613007705,31,0
59.952125521808895,102.232336211797,26,0
62.8173742292794,121.147713644865,38,0
65.488502275048,154.815647833557,34,0
67.57489212446441,143.817907648842,34,0
64.33464295693261,128.219354503378,36,0
66.14436347127581,157.866877191217,25,0
68.7554664740712,180.253570060408,32,1
72.8947433844169,219.474865890573,40,1
68.3454928656511,170.554213412234,27,1
61.223368117239495,111.001861732583,32,0
68.0872321923365,162.115812588004,29,0
73.14189670303229,199.733934415516,36,1
70.5094216434507,189.999408193499,25,1
58.5049943132025,124.04975697772,34,0
64.05255864184501,161.593281212831,31,0
61.9182337160901,118.279567833282,27,0
61.122078694714496,96.224707081941,25,0
67.0712752615182,173.773722928412,38,1
71.4256026765881,164.963577354641,29,1
63.353573681628,154.520358339144,46,0
65.61831441658181,151.655802546228,46,0
64.2306079626298,165.911816669712,41,0
64.2066858300476,127.48521771716901,27,0
62.2657902526171,121.896933872332,44,0
67.4012409799403,176.043755479441,35,1
68.57996251908449,195.374878270726,41,1
70.03986047034209,180.496510888749,47,1
60.4085441877015,127.03805326688502,49,0
68.27864404345799,187.504349407445,32,1
77.16927352118759,240.858095084796,44,1
58.6644116953942,116.535231988082,32,0
64.33426963137,153.700225446816,30,0
61.5852212947346,120.099321508592,49,0
70.65099011297059,185.833519784275,38,1
75.306964103516,226.225508792443,43,1
63.6902897651848,151.517044492207,48,1
66.104822685682,172.745070770761,43,1
74.0132064237389,233.220351964461,45,1
74.10736001497479,210.698039292538,37,1
64.53587972757961,142.397484882675,29,0
58.2667513609795,89.848899977152,29,0
63.7684095133994,148.550199728775,41,0
70.176910461382,173.888713352003,28,1
67.2678935095837,177.882637427565,36,1
60.5040917304226,124.041198926828,26,0
72.0692208023458,193.691493116905,36,1
71.65214851064549,202.980253087584,47,1
70.67932330867919,200.595960181422,49,1
69.76929082455729,177.306298774477,27,1
61.0223351925267,108.725287141862,30,0
65.8779569676677,145.57957677018,31,0
67.5662680128975,167.433244778843,35,1
65.7020520682183,167.658459671895,43,1
60.6699716814111,92.71822371373,25,0
60.245511996813796,134.956449885158,37,0
66.63644480928019,183.140801009789,41,1
58.9771885272637,108.6584919612722,49,0
56.6026600428674,102.962705070983,36,0
73.8230709356739,217.149217729092,33,1
69.0578940081104,203.761885655036,43,1
66.33264765787031,173.665490070478,42,0
63.655654242188795,151.503455243134,44,0
61.8473335177222,111.606806538548,29,0
63.6000474918155,166.555965906858,38,1
63.7924792721491,142.620090740353,36,0
67.85241897590201,170.573255351871,30,0
66.87291244032191,153.621340351176,39,0
65.2866910596959,158.016808620085,31,1
62.8896439153582,132.142449306516,31,0
74.585901415574,234.326104950414,48,1
56.1854343692644,82.9930774713752,39,0
61.6170506745986,121.372841814313,42,0
64.5081200254628,156.584439027933,33,0
69.53206938145,198.626609141929,43,1
60.9206085297862,136.39066090401002,46,0
70.4897376153977,194.390800819221,27,1
66.309452269651,140.612890693732,26,0
62.9241898654944,138.910745914848,46,0
62.2197521013342,134.44117574558402,46,0
73.78176748171049,219.83916249552,48,1
65.401685214129,154.10492540068,36,0
74.74864451505259,235.935328570726,44,1
68.63767645529859,179.113252905524,35,1
64.70726212603721,167.410823212046,42,0
62.348000251075796,151.327070199756,48,0
68.1839414255894,180.937011167166,36,1
62.6198242886745,151.973406430632,42,0
64.87590248531531,153.440886903915,39,0
63.478559553352305,141.366492127765,45,0
63.878567158229494,160.886705673811,40,0
63.414056393897404,135.776717207729,37,0
72.78956204048369,215.686484468206,30,1
61.2102590379416,121.522516142785,27,0
63.482865296710905,142.451352646078,42,0
65.4596612484963,157.535626059938,39,0
66.97565643783,176.691355271653,34,1
58.8901983102036,111.814527107089,46,0
63.9389948113405,150.106887854606,42,0
74.3487510165311,194.999702807105,27,1
72.5736933807892,216.856369992931,44,1
64.01947424278521,158.673123060416,48,0
67.32832038940829,178.794963875779,49,1
72.77719292634359,208.517537151141,27,1
65.42150386697229,157.12961409456,28,1
69.44301208865849,174.468050364256,50,1
66.39795304777239,163.027735634929,32,1
71.59314389904699,225.746678174754,50,1
69.10236782497189,183.578382265299,25,1
64.2180778022974,160.493586981401,44,0
62.407522022665,130.582019824345,42,0
69.6827029866825,194.405526128932,45,1
57.9585125217826,130.404223879543,39,0
71.1232245234565,218.532838518544,42,1
63.8724181061073,155.84196423838,44,0
61.4244248323023,133.603940620149,43,0
70.4424545787291,185.213404449956,42,1
61.349142929615695,123.649015846546,36,0
60.5036372750313,120.574376941137,43,0
71.43693799710499,216.946998824017,39,1
65.51894352613621,166.573556523126,31,0
72.7405301177477,225.635439705712,50,1
71.0896205409174,189.798292951655,30,1
69.03081339141049,201.505810039573,45,1
72.3757488487743,221.728852153638,46,1
64.25348909636661,136.527955124934,26,0
62.6459481457864,140.016091053336,50,0
66.4974560730453,164.502341613017,47,0
72.39202205632269,208.417014408726,44,1
63.3247280105252,148.653461308064,42,0
60.3231939348913,120.367257862928,41,0
70.3415958786736,204.676901945623,50,1
57.487095147339,83.9448343436297,28,0
64.5777044983261,143.343711561615,37,1
69.53635757567899,187.652179225913,42,1
63.521064747344504,145.801099540977,32,0
66.5369230675052,191.500485214155,41,1
65.1255721224755,129.568402624542,38,0
68.2525275866462,199.200679380904,46,1
62.965374323495,123.80071509218,25,0
72.3688224564508,173.07224175813,25,1
61.0732048619503,142.188976343455,43,0
67.66412395415229,189.514819597391,49,1
68.3389634664393,199.170555578466,50,1
77.0565780764772,240.581389419794,36,1
64.36206904816501,130.482513741701,25,0
61.9643463349735,122.55417584971,32,0
61.7083009668332,119.671009456357,31,0
59.984721012707396,115.051246486874,38,0
66.0482702587067,178.103232403777,50,1
61.4150135779691,120.239436200904,35,0
73.1711213712958,241.560534959742,49,1
61.9185166556805,117.851529473695,25,0
68.6245691600181,186.404851939128,38,1
64.68709944289391,154.469236629349,44,0
66.79800894547749,166.933327485891,35,1
65.0879082977069,147.840720250103,29,0
73.32634177736149,219.766293664343,38,1
60.8301125464784,140.181929536141,40,0
58.8249121111149,93.7470145707541,31,0
69.341348876554,174.401074600251,26,1
68.7289905812942,168.897336186379,26,1
64.85974738995799,162.3116220319,35,1
70.1146035094702,175.215001443927,30,1
57.4321731714629,101.7914502472375,47,0
68.90937445725119,162.305465081297,27,1
69.84164203005409,193.100036015839,38,1
63.0831809886458,116.597515249022,27,0
74.98922570284739,221.14431213831,40,1
69.52333665386419,214.927360410157,50,1
68.846872144459,208.925576545187,37,1
69.2974605884443,179.015094996932,36,1
62.7381848169439,143.704339499288,35,0
72.2138860543854,221.039924523976,44,1
62.6583509652557,133.217167528261,48,0
69.4837165079006,182.512004045444,39,1
64.1623660718552,124.780229475904,25,0
54.5485573624105,87.812412112758,38,0
65.56045427162451,152.655171885161,45,0
72.8785561512953,207.709024642257,49,1
63.3798230457517,175.624549709382,50,0
57.7237477025474,126.053155966036,47,0
60.499684522662,126.196783823799,42,0
68.56293514478959,191.964765515607,39,1
67.6767254397253,166.085241926696,26,0
71.7632216520385,204.279407190787,38,1
67.6477018673448,194.063058066491,47,1
64.4133183524363,123.529192257257,28,0
67.7890459715083,189.695154616812,50,1
71.03358799009709,210.06839753,47,1
60.2508818055655,107.945837143582,34,0
69.60629739163289,191.818100843512,34,1
70.5385869453601,195.181186883414,26,1
68.9884270330404,191.737760655285,46,1
71.4246427164575,175.516687556543,26,1
67.63485056119849,178.044233115506,41,1
67.0634067938917,177.015738476118,43,1
66.31298229678899,163.291215156799,34,1
64.43699043425181,146.87035670998,30,0
60.6458279351572,91.918033517196,27,0
63.0741671113923,124.830954683939,26,0
75.45316362298159,230.402041956599,31,1
62.8641092316783,153.045732124858,50,0
62.9771178792171,125.525139777711,32,0
60.8285809545448,112.08481056562,44,0
71.79658687639109,192.683842483212,35,1
72.5293400915774,206.049659956354,28,1
65.32896208019811,148.991691657697,32,0
64.374862824128,161.627933946605,31,1
76.3534457684558,227.503344326265,37,1
67.06046754014861,160.962569523575,39,0
56.3752789632804,89.3417842608302,30,0
71.2988955344424,198.368193287917,45,1
59.2745007044387,120.188147883671,27,0
69.50409885338519,195.659769774523,34,1
69.66413055835599,177.355211205018,30,1
70.3448293316538,179.181124848229,27,1
69.62647454719749,189.014376792176,25,1
63.7593160479614,152.54212203477,47,0
61.9537313702819,121.006232980316,27,0
66.2387621887302,162.326068318602,42,0
58.0428888204366,80.1363036572996,27,0
63.69800816811689,120.339437182554,31,0
70.45366412571619,202.866648524126,31,1
62.213044057126,124.795835790392,28,0
73.7262671878997,211.661405093753,28,1
61.5458607025379,137.967996843239,45,0
63.1530688529558,128.872985401821,33,0
61.6810008793625,131.533501204297,48,0
66.2873234452573,161.872453448311,39,0
70.24182078970759,193.942067548301,37,1
66.8734170059562,179.614290572656,34,1
58.504195626069496,112.418916656386,49,0
64.4983381991847,169.299537977425,37,1
67.8231690501416,158.467359249734,29,0
75.94158413860639,219.533015522811,37,1
70.7769553931397,200.206850674596,40,1
57.2372689542339,94.739217158828,26,0
63.3197225629009,145.832640146898,30,0
61.2950791076939,162.465823856868,45,0
62.1771272227378,130.76800651508802,45,0
65.1698582819322,156.733361242309,46,0
74.3421445984726,210.513071075091,42,1
61.4496445072297,108.865377360177,25,0
71.39502261362229,216.74645530523,32,1
60.8153067712281,95.295001359125,25,0
67.2283434153382,182.360436577976,40,0
64.5323068334758,149.925779374481,29,1
65.5580536628821,159.410502733551,36,0
67.36889740205561,197.872275271893,48,0
71.82017787234949,211.456504601406,34,1
71.9339207759372,232.122033631478,47,1
59.8837622986145,113.41984960319,40,0
72.41609502085029,196.756373667806,28,1
71.6323851971723,177.762487511985,26,1
72.9092648708471,204.24503016597,36,1
62.61573488063,116.005158871953,27,0
67.2565205921956,183.937957941029,47,1
64.69601575861161,140.551239478059,38,0
71.90122282766059,235.357532518425,45,1
68.02796157687959,190.404203156975,34,1
62.0116600750035,134.09402193047,48,0
62.3552737535274,149.582520877049,38,0
65.54845885063051,151.244457456505,27,0
65.2046058667036,148.483209612705,48,0
58.3963893636259,104.446788188787,33,0
69.971178264009,192.405711075729,33,1
69.959457953741,186.284807206561,31,1
65.5109808978235,159.99845822054,50,0
63.808825123937005,138.604219139648,31,0
70.2400598997523,186.98395757313,32,1
71.5468359659473,204.506341058435,43,1
61.0177690699442,134.025052179427,47,0
63.2811965093768,136.170886333196,34,0
61.9942702554782,132.739985275625,46,0
67.21182468566191,137.097703200497,35,0
66.1276319099223,181.598816648826,50,0
59.3176306925363,117.463414143016,33,0
64.5259560448078,133.532731183071,25,0
66.1086800768832,173.928049461919,45,0
73.3718748251832,202.164231978894,28,1
73.59091559758899,206.649920044037,36,1
60.9871964272971,116.478149437881,32,0
68.11248464836939,197.291276195306,45,1
65.4150085176793,160.94041705252,32,1
71.38969833092739,187.57562595798,35,1
61.3467827067113,118.795395798445,39,0
63.8493418991982,139.337115300162,36,0
63.8799974256081,137.171511221632,41,0
63.5600113309438,175.434508300897,50,1
69.577802627208,201.148682339593,40,1
62.5255472947778,140.905070315411,36,1
71.6575108857852,190.134012435934,32,1
68.60799418422799,172.222080694357,33,1
69.4059345153141,195.23970824618,50,1
60.5188703556325,107.438995490801,33,0
66.9675404602978,167.40188621771,36,1
70.0989464774697,218.456280496505,50,1
64.5318040372715,163.247075758548,31,1
66.5815358769843,165.950847065556,45,0
71.79831617803619,194.637283815726,48,1
62.1785052639,119.471472868411,29,0
61.3238750648119,139.767249306575,43,0
70.1588798202877,187.480848013769,29,1
63.558337124461595,127.794824975025,29,0
58.7308190713878,111.515972835535,41,0
64.5329984432297,152.390770134078,25,0
60.5796014676073,119.410229254931,26,0
